car;area;mun
 RN-2404705-8A4C25FAB5B64030814686EC4C34A0E0;359831;Ipanguaçu
 RN-2404705-38E24E91D9CA4A518043B9914D2648E4;3082758;Ipanguaçu
 RN-2404705-D0AD6E8D021049E197836D354BA43D5C;70599;Ipanguaçu
 RN-2404705-3600F42C66734796BDDD82E619F815A2;287340;Ipanguaçu
 RN-2404705-39C4612B8726426883ABF2BA1371D7D4;116926;Ipanguaçu
 RN-2404705-B0B264E872034236B0D23DA6A811493D;289680;Ipanguaçu
 RN-2404705-43AEFC29257D4BFBAD997EA0617D3FD4;129631;Ipanguaçu
 RN-2404705-DF8061B0C34A44F39787906D532A9997;12035062;Ipanguaçu
 RN-2404705-21642E5B876F4E7AA27F125FA3CDFD2F;70145;Ipanguaçu
 RN-2404705-27791EE06D4140A888AC17F71C5919D1;3428847;Ipanguaçu
 RN-2404705-82AA4A28145C46509D17CE64E1210E84;165049;Ipanguaçu
 RN-2404705-7DEFD0717AFF4BBEB4CE47F15FF48AB4;165109;Ipanguaçu
 RN-2404705-DF1018B488E74AB2935E5D88D3719643;164964;Ipanguaçu
 RN-2404705-995B422E1EF340189C9A9FE081936228;350790;Ipanguaçu
 RN-2404705-A50EFC9AAD7B4CBE9412AFE030E085CA;40897;Ipanguaçu
 RN-2404705-083A746F2C78436DBDCC03A8A444C023;1026788;Ipanguaçu
